user,check_in_time,lat,lon,loc_id
124,2010-07-28T04:37:22Z,37.6163560649,-122.3861503601,19542
124,2010-01-23T20:24:39Z,37.7756685841,-122.4092436156,58394
125,2010-04-02T16:11:00Z,32.9441705667,-96.7392271,25964
130,2010-01-19T20:09:39Z,37.7851561363,-122.4037778378,22790
130,2009-12-08T01:01:01Z,37.6133475433,-122.3887789249,151476
130,2009-12-04T00:29:27Z,37.3804219167,-122.0739052833,19612
130,2009-11-25T16:50:53Z,37.3270864,-122.0055187833,131106
130,2009-10-18T04:50:25Z,37.7777873903,-122.4202466011,31537
130,2009-10-15T07:51:52Z,37.7947920585,-122.3930704594,34652
130,2009-10-03T19:22:25Z,37.7708446087,-122.4253514708,10397
131,2010-06-10T21:55:04Z,30.1632705402,-97.7916367257,1203764
135,2010-03-12T05:48:47Z,30.2081086,-97.7554289667,689293
135,2010-02-08T21:42:59Z,39.0571153,-94.60515975,9268
138,2010-03-12T22:17:24Z,30.2703917,-97.7509832333,13339
138,2009-12-08T17:55:12Z,37.7858259859,-122.4065190554,14710
138,2009-07-30T16:46:24Z,32.9416570927,-97.131229341,9386
141,2010-06-15T13:01:30Z,30.3370525835,-97.8041192789,520532
141,2010-05-16T20:43:58Z,34.3765590167,-102.99903595,1048461
141,2009-11-26T16:16:58Z,29.6507262667,-97.5917391,36820
142,2010-06-05T14:04:11Z,39.088120333,-94.581520283,1212986
142,2010-06-03T02:02:09Z,38.82930995,-77.4388641833,109852
143,2010-10-05T16:36:11Z,30.2670273144,-97.7445030212,17831
148,2010-01-07T20:12:46Z,30.271556697,-97.7427578784,56718
156,2010-07-25T03:05:31Z,30.2746356137,-97.7649521828,281099
156,2010-03-31T16:32:59Z,30.2686964002,-97.7456147969,9313
157,2010-08-15T03:24:04Z,38.5834614333,-122.56951285,287971
158,2010-07-24T01:29:09Z,37.3936307833,-122.0802563833,23812
158,2010-05-24T22:23:19Z,37.4319533646,-122.1042019129,31882
158,2010-04-14T19:05:46Z,37.4164816167,-122.0795028833,33750
158,2010-01-24T21:22:09Z,37.4020292,-122.1119960667,243663
158,2009-12-29T08:23:53Z,37.6163560649,-122.3861503601,19542
158,2009-12-19T18:33:54Z,37.3915685257,-122.0951682329,26292
164,2010-06-07T12:35:51Z,49.9790772833,9.1449106833,969769
164,2010-04-13T16:21:34Z,49.4494300667,11.0749193,828870
164,2010-02-18T16:44:31Z,49.4540038833,11.0777814,141380
164,2010-01-20T11:30:46Z,49.8061142307,9.9140775204,118110
164,2009-12-07T08:42:50Z,49.5007967333,11.4378528167,159348
167,2010-04-24T09:06:15Z,50.8233731,-0.1394907333,31113
167,2009-11-05T20:13:16Z,50.8265890557,-0.1368355751,80400
169,2010-09-27T06:02:17Z,33.8120650319,-117.9190063477,9724
170,2010-10-07T01:28:06Z,33.5477345581,-117.6738202572,455456
170,2010-08-26T23:25:12Z,33.5418954388,-117.7851104736,41517
170,2010-04-13T22:45:18Z,30.2470192421,-97.7506291866,80819
170,2010-02-24T23:21:47Z,33.5439968518,-117.7835655212,265615
170,2009-10-11T16:11:02Z,33.54281665,-117.7825875833,43988
172,2010-04-19T05:30:57Z,38.888466454,-77.0932277787,64489
172,2010-03-13T00:00:17Z,30.2663323362,-97.7448141575,9251
174,2010-05-13T21:31:02Z,21.2778277314,-157.788670063,35766
174,2010-02-03T19:42:48Z,21.2790632167,-157.8134860167,26582
175,2010-08-11T19:30:18Z,59.3293532073,18.0686903,77565
175,2010-07-28T19:47:12Z,59.3369374167,18.0084063333,121844
175,2010-04-24T12:06:58Z,59.3353879,18.0728064,234053
175,2010-03-08T17:22:53Z,59.3046892777,18.1202852726,84195
175,2009-11-06T10:33:34Z,59.3359527684,18.0790650845,74522
176,2010-01-18T02:06:21Z,32.7188346,-117.1649661,268061
176,2010-01-12T03:55:41Z,37.7868011333,-122.4332420167,81234
176,2009-12-31T04:17:21Z,37.7832308206,-122.4029166674,230385
176,2009-12-29T07:15:01Z,37.7759387289,-122.3937571049,41018
177,2010-01-12T03:02:08Z,37.7897400983,-122.4340300393,195151
177,2009-12-26T02:14:28Z,37.7616708667,-122.4350254833,166729
180,2010-08-13T00:08:06Z,30.2798881558,-97.7198159695,22535
180,2009-10-26T17:32:27Z,30.3774134833,-97.6865901167,27680
185,2010-08-16T14:49:37Z,40.0014178833,-83.1131328833,253723
189,2010-07-07T21:31:09Z,60.96073722,-149.11187577,279081
189,2010-03-17T01:15:00Z,40.1436158833,-105.12779405,226607
190,2010-01-09T00:49:58Z,41.9779570828,-87.9059401405,146128
190,2009-11-28T21:23:41Z,40.1403191556,-105.1170480251,21671
191,2010-04-06T14:54:23Z,37.6006922333,-122.3868310833,48104
192,2010-09-28T16:52:43Z,38.8843018454,-94.6688997746,163965
192,2010-08-30T03:47:19Z,39.04267978,-94.59411525,1582904
195,2009-10-04T15:54:21Z,39.0572389667,-94.6049183167,22635
197,2010-06-13T01:36:28Z,37.7764445833,-122.4258832667,46724
201,2010-05-20T02:15:56Z,37.8585111667,-122.4856566333,244050
201,2010-04-09T01:51:04Z,37.769873014,-122.4668392539,9625
202,2010-10-13T00:20:25Z,30.168346851,-97.7827191353,174747
202,2010-10-03T02:54:13Z,30.2074430938,-97.8151120222,49246
203,2010-08-12T14:53:08Z,30.2586223817,-97.744256258,111569
205,2010-04-23T17:04:02Z,21.3035889547,-157.8565514088,77392
205,2010-03-17T07:55:42Z,21.2865593167,-157.8128654833,195816
209,2010-01-06T01:57:15Z,30.2643863711,-97.7367997169,197121
211,2010-03-29T14:54:41Z,31.8033256942,-97.0994210243,13426
211,2010-03-14T18:30:13Z,30.2635153076,-97.7401685715,671776
213,2010-03-16T19:16:57Z,30.31702548,-97.74959671,702615
213,2009-12-23T05:21:21Z,39.7338185833,-105.17984495,144704
214,2009-11-30T19:39:51Z,39.0085799988,-94.5578241348,38317
218,2010-08-30T20:48:42Z,35.6382552322,-97.6064765453,420957
218,2010-03-12T19:38:35Z,35.5652136333,-97.5617901833,76816
221,2010-04-30T20:36:19Z,37.4278596287,-122.1437966824,497407
221,2010-03-07T23:51:58Z,37.3929937333,-122.07962415,26049
221,2010-03-07T23:12:23Z,37.4029794333,-122.0695053333,16930
221,2009-12-28T05:08:24Z,37.6163560649,-122.3861503601,19542
222,2010-03-17T01:22:25Z,42.0997445667,-87.7710053667,695030
222,2010-02-11T14:08:43Z,42.0840984499,-87.701883316,150738
224,2010-07-03T20:58:17Z,32.758068138,-97.02642909,1381892
224,2010-05-02T01:37:08Z,29.7697607667,-95.4001365667,438739
224,2010-04-25T22:25:58Z,29.52665412,-95.1243757,308082
224,2010-04-18T19:38:44Z,33.8165563345,-116.4921301603,971102
225,2010-07-05T03:42:13Z,30.2663469167,-97.7711749,10056
226,2010-03-28T02:14:31Z,30.26690042,-97.7462235,718840
226,2010-03-24T16:02:39Z,32.8658966333,-96.8972338833,113295
233,2010-09-20T18:05:37Z,30.2652852265,-97.7467882633,19061
233,2010-07-20T00:25:33Z,30.3159570667,-97.73368835,11381
234,2010-03-03T18:07:57Z,37.7860374667,-122.4024125,21196
234,2010-02-26T18:14:23Z,37.7864788714,-122.403563261,57155
236,2010-07-18T14:43:06Z,32.8126908,-96.8046954,103425
237,2010-03-17T16:28:21Z,41.5722386667,-93.72984325,28845
237,2009-10-29T02:35:17Z,41.5997385,-93.6733275,27931
237,2009-10-21T15:08:08Z,41.5997385,-93.6733275,27931
237,2009-10-10T19:20:26Z,40.1877570167,-92.5804193833,42926
239,2010-10-09T03:20:18Z,40.0196614275,-105.2733510733,637132
240,2009-12-19T18:26:41Z,30.3237857752,-97.7265000343,13505
241,2010-09-21T16:00:14Z,51.5037406797,-0.1183068752,953593
241,2010-09-18T09:47:43Z,53.0775179013,-0.8119368553,18541
241,2010-09-17T16:20:20Z,51.75894525,-1.2610987,19837
241,2010-08-27T18:32:12Z,47.7310358,-122.13971015,766038
241,2010-08-27T01:24:24Z,47.708952976,-122.3250281811,43217
241,2010-08-22T20:41:24Z,47.6103472667,-122.3418831667,589730
242,2010-10-14T12:57:37Z,30.2937038167,-97.7417999,38449
242,2010-04-17T22:11:10Z,30.2955357104,-97.7416491508,15255
242,2010-02-15T01:33:00Z,38.8813453569,-77.0365405083,9183
243,2010-05-14T14:11:11Z,40.8301996,-74.1853734,302061
244,2010-08-31T17:24:07Z,33.6899255667,-117.1764755333,905177
244,2010-06-21T18:45:47Z,33.6304234338,-117.7248466015,356121
244,2010-04-27T17:53:28Z,33.5555671215,-117.2156667709,66820
244,2010-04-19T17:57:19Z,33.6006153,-117.6739983167,397458
244,2010-04-01T18:43:55Z,34.1848679467,-118.3136639265,68129
244,2010-03-17T23:51:54Z,33.5914304713,-117.2377359867,200810
244,2010-03-16T17:43:39Z,33.7449051167,-117.8507341667,416476
244,2010-02-13T00:55:55Z,33.6827867,-117.1742167667,37175
244,2010-01-18T17:54:11Z,33.5569797685,-117.2153073549,32775
245,2010-08-16T19:49:19Z,44.9824676,-93.155158533,1199592
247,2010-09-25T22:35:09Z,49.2876918833,-123.1419995333,514097
249,2010-10-11T17:47:55Z,37.4233779879,-122.0709478855,21555
249,2010-08-10T03:28:06Z,37.4267314146,-122.1444886219,818377
249,2009-12-15T06:09:10Z,37.428283605,-122.1296091442,137887
249,2009-12-12T21:18:48Z,37.4235204499,-122.1707102653,31581
250,2010-01-12T00:48:55Z,-27.4741421832,153.1467962265,256365
250,2010-01-04T03:30:41Z,-27.5045401103,153.1013814752,81155
250,2009-12-22T08:32:35Z,-27.503045,153.2284102667,77628
252,2010-08-11T00:24:08Z,30.3041490333,-97.7643857833,519011
252,2010-04-22T19:34:18Z,30.2819918167,-97.7753568167,150428
254,2009-06-14T21:44:47Z,37.7866923667,-122.5073003667,15349
255,2010-09-18T00:30:21Z,37.393594983,-122.076806633,1321903
256,2010-08-27T22:21:08Z,39.0420216572,-94.5894446969,1240912
256,2010-07-23T23:56:08Z,39.0877270667,-94.5885983833,34871
256,2010-05-06T23:51:26Z,38.992276,-94.59521285,17235
257,2010-04-10T19:50:41Z,39.4112684681,-94.9019546509,915278
261,2010-06-06T00:29:43Z,30.2448597206,-97.7571630478,18417
263,2010-08-15T04:44:39Z,38.9696260388,-95.2351138076,1763655
263,2010-05-01T18:03:52Z,38.9389811833,-95.26135165,780102
263,2010-02-11T13:45:59Z,38.9585077802,-95.2476990223,9103
263,2010-01-24T19:09:09Z,38.9659296214,-95.2358177859,60517
266,2010-09-15T00:49:47Z,30.2903332667,-97.8271628333,91857
266,2010-06-20T21:39:41Z,30.2929974372,-97.8272652626,360574
266,2010-04-26T17:30:03Z,30.267715568,-97.7417342401,666364
267,2010-07-20T23:59:06Z,30.2654890894,-97.7486658096,969776
267,2010-07-09T01:23:28Z,30.2707337816,-97.7537029982,9241
267,2009-12-25T18:07:42Z,37.0489696833,-93.2565057667,264365
267,2009-11-20T00:14:18Z,30.2672543395,-97.739444375,9249
267,2009-09-26T20:14:18Z,30.2654334905,-97.755907774,22086
268,2010-08-21T04:24:18Z,32.2220938918,-110.9667693536,45684
268,2010-05-17T02:21:15Z,29.1972217667,-94.9480190667,1042802
271,2010-10-01T02:13:35Z,30.2665917953,-97.7367460728,9337
272,2010-08-20T18:21:41Z,47.8112535306,-122.2953506758,291046
272,2010-06-13T22:24:09Z,47.7313716115,-122.3457670212,1259210
272,2010-04-04T02:01:02Z,48.1515962333,-122.1598120167,722674
272,2010-03-24T19:19:48Z,47.7059695167,-122.29095385,561980
273,2010-07-31T18:38:27Z,38.8813894167,-94.3564423667,352037
281,2009-11-25T11:23:52Z,28.055996928,-82.4166014093,129231
282,2010-06-14T00:42:19Z,32.8509311333,-96.81939875,23065
282,2010-05-14T17:56:11Z,32.7718764167,-96.83126215,120785
282,2010-05-04T20:28:25Z,30.2679095833,-97.7493124167,21714
282,2010-04-22T17:29:46Z,32.74866825,-96.8274007833,258377
285,2010-02-18T11:58:21Z,40.6912468675,-74.1795158386,24963
285,2010-01-12T22:12:50Z,37.4442843376,-122.1610271931,21778
285,2009-11-10T04:11:55Z,37.7700235498,-122.4221536517,21076
289,2010-08-07T12:11:01Z,38.9380483826,-95.2324104309,1420077
291,2010-04-18T14:24:49Z,27.9028326,-82.7487552,968840
291,2010-04-15T23:42:17Z,28.08282351,-82.4094063,696719
292,2010-10-15T00:04:05Z,36.1561722415,-115.3335499763,120093
298,2010-03-16T01:36:03Z,30.26591735,-97.7414602667,718529
302,2010-03-12T04:30:31Z,47.6147631199,-122.3466253281,353943
303,2010-01-01T00:16:58Z,30.2628735883,-97.748016715,298068
303,2009-12-16T18:52:51Z,30.2779853667,-97.7438319833,46448
307,2010-09-09T20:00:01Z,28.3582381938,-81.5599679947,359881
307,2010-08-23T14:19:25Z,28.4045660858,-81.579515934,666575
307,2010-08-10T16:47:47Z,27.2991775833,-82.4978665333,282896
308,2009-10-08T23:51:27Z,40.7768367589,-73.9701318741,12172
312,2010-06-06T02:47:59Z,30.2696240333,-97.7529592167,219989
313,2010-02-20T21:59:33Z,37.7814657086,-122.3987731615,32074
319,2010-07-17T19:45:38Z,45.5250169833,-122.6828748,189986
319,2010-02-22T03:09:31Z,45.5889060639,-122.5931739807,17165
320,2010-03-25T01:00:55Z,49.2755888554,-123.1208449602,30245
322,2010-04-19T12:53:15Z,41.9606389426,-87.8144931793,11548
323,2010-03-29T17:32:52Z,30.3215538533,-97.7052783966,98262
326,2010-06-13T17:11:06Z,30.33285677,-97.70410448,1080660
326,2010-06-13T16:03:44Z,30.3770166167,-97.6741753333,426764
326,2010-05-19T17:32:00Z,30.4012880067,-97.6639571269,1073281
328,2010-09-02T19:47:46Z,30.27765235,-97.7514181667,18686
331,2009-10-21T20:15:15Z,37.7803618667,-122.39482205,56747
332,2010-08-25T01:20:54Z,37.7946797244,-122.4054139853,9113
332,2010-08-22T11:06:53Z,40.7788776833,-73.96517995,765240
332,2010-07-14T08:35:10Z,51.50987395,-0.2245829167,23892
332,2010-07-07T09:19:32Z,37.917694747,23.7344859538,294717
334,2010-06-03T17:38:07Z,30.2568765833,-97.7242635167,21189
335,2009-10-29T19:02:38Z,30.2707337816,-97.7537029982,9241
337,2010-09-05T00:52:26Z,35.2381853,-97.4854766,64514
337,2010-06-12T21:38:50Z,39.86395984,-104.67231297,996977
337,2010-04-01T17:23:20Z,35.5372091833,-97.4863115,328557
337,2010-03-14T08:14:48Z,30.26175155,-97.7618140833,22071
338,2010-03-06T03:09:24Z,37.3074492833,-121.9009709333,125678
339,2010-02-09T01:44:03Z,38.94011705,-94.79832215,49024
341,2010-10-03T23:39:27Z,29.9546607667,-90.0645673167,26398
341,2010-10-03T22:50:55Z,29.9536080003,-90.0698403418,75682
341,2010-10-03T22:32:20Z,29.9488735939,-90.0820112228,39427
341,2010-10-03T22:22:22Z,29.94378024,-90.06193447,1463060
343,2009-12-15T21:34:37Z,39.0424266333,-94.5900480167,20281
343,2009-12-05T15:54:29Z,39.0412340333,-94.5926003333,100600
343,2009-11-06T19:47:17Z,39.0414026,-94.5915182,18624
345,2010-03-11T21:21:59Z,30.2636079743,-97.7395677567,681993
346,2010-08-22T00:49:06Z,47.6131561684,-122.3347241947,174769
346,2010-01-21T23:51:03Z,38.94308755,-95.2430428333,69910
346,2009-12-21T18:14:28Z,38.9607822232,-95.2428828289,217194
347,2010-03-18T22:01:25Z,32.894692317,-97.0378716,1583142
347,2010-03-12T03:19:41Z,30.277358743,-97.7425718307,57955
350,2010-09-15T13:56:24Z,30.2679095833,-97.7493124167,21714
350,2010-02-18T20:38:01Z,30.2692077167,-97.7477555,324054
350,2009-12-02T23:47:08Z,30.2431428833,-97.73552365,58082
350,2009-10-19T16:49:00Z,30.2691029532,-97.7493953705,17208
350,2009-08-14T16:46:08Z,32.7527909333,-97.3318620667,18345
350,2009-06-04T14:11:29Z,32.9439318167,-97.1296977833,12281
358,2010-01-06T16:05:42Z,33.8010960848,-116.5388872285,149335
359,2010-06-10T03:25:51Z,37.7856288472,-122.4072432518,46975
361,2010-09-22T13:24:47Z,53.7461095702,-0.3677737713,32403
361,2010-09-04T10:06:33Z,53.728187561,-0.3765029907,606620
361,2010-08-09T06:34:32Z,53.5682103,-0.1094856833,327341
362,2010-07-15T23:02:16Z,35.2281097118,-97.4411019639,59660
363,2010-03-13T00:40:16Z,30.2663323362,-97.7448141575,9251
363,2010-02-12T17:23:42Z,37.76676215,-122.4288889,42746
365,2010-03-10T04:36:13Z,37.8002915667,-122.4390824167,116744
366,2010-02-19T14:26:20Z,30.2453494333,-97.7569073333,185343
368,2009-07-05T19:50:35Z,39.0146281324,-94.5907831192,9627
372,2010-10-17T14:25:47Z,40.3027831833,-75.12790415,267979
372,2010-09-29T17:29:22Z,36.14720124,-115.34689676,1137105
372,2010-09-25T16:13:42Z,40.3089392876,-75.1412243922,1581977
372,2010-08-21T14:43:49Z,40.3246896744,-75.1298209793,1693277
374,2010-09-24T18:19:13Z,38.9150286762,-94.6379578114,324312
376,2010-04-25T07:01:18Z,37.7303106,-122.4664160667,758740
376,2010-03-20T23:14:54Z,37.7303106,-122.4664160667,758740
379,2010-08-20T16:21:01Z,59.3785952076,17.9376983041,992424
379,2010-08-20T14:45:27Z,59.3372281124,18.0108903638,805201
379,2010-07-25T13:25:21Z,55.42754626,13.83446627,311162
381,2010-04-29T20:08:09Z,29.7240514416,-95.3909504414,65346
381,2010-04-14T23:13:18Z,32.8659439,-96.9436168667,9611
382,2010-09-12T16:23:51Z,51.38865286,0.18111205,1296407
382,2010-09-12T09:56:13Z,51.488760699,0.283382904,1512819
382,2010-09-06T11:12:10Z,52.953737,-1.148366,1189472
382,2010-09-06T09:27:14Z,52.9526779794,-1.1119580269,1100916
382,2010-07-14T16:09:34Z,53.0759332096,-0.8087000819,516877
383,2010-07-21T22:18:44Z,40.035377,-76.33292845,16606
384,2010-05-12T19:05:08Z,41.5849123667,-85.8344665333,1104468
384,2010-02-15T22:24:32Z,41.6772774,-86.2524916167,47040
384,2009-10-22T17:15:14Z,41.7187031548,-86.1895465851,41670
391,2010-08-29T01:24:44Z,39.0652249,-94.5853793667,1093866
392,2010-10-16T00:58:07Z,35.1423519845,-90.0513366212,9528
392,2010-08-22T19:07:59Z,39.0414487668,-94.5948278904,570702
393,2010-03-18T23:47:00Z,39.3919526167,-84.4731981167,590516
395,2010-10-16T23:29:08Z,43.7256458531,-79.2305123806,81767
395,2010-09-24T12:06:15Z,43.8408229833,-79.0344268667,1070063
395,2010-09-05T01:25:15Z,43.6394418167,-79.42090805,752982
396,2010-03-28T05:27:31Z,45.5121764,-122.6129170333,52398
397,2010-10-02T03:43:04Z,36.0003143549,-78.9060026407,896402
400,2010-07-20T23:22:12Z,39.86323314,-104.67345112,145787
401,2010-09-04T00:05:23Z,30.469999073,-97.807436008,1538157
401,2010-06-27T19:29:32Z,32.7889323167,-97.34562635,9843
401,2010-03-16T20:11:24Z,30.26945,-97.742127,672612
401,2010-03-13T07:46:00Z,30.2490698167,-97.7500471473,667719
401,2010-03-12T03:52:07Z,30.268505,-97.741427,671253
401,2010-02-21T17:30:32Z,36.1496836936,-86.8134176731,9878
401,2009-12-22T04:42:25Z,30.4635873667,-97.7884771167,183886
402,2009-11-17T05:17:01Z,35.5011228667,-97.5563803,92613
406,2010-06-28T17:24:14Z,39.0409812609,-94.5961422744,181305
406,2009-12-13T18:16:46Z,38.909673312,-94.3972080946,201698
407,2010-03-11T00:29:12Z,35.7871251433,-86.878657043,50734
407,2009-10-22T21:19:15Z,35.7871251433,-86.878657043,50734
408,2010-06-27T16:14:42Z,28.5543899536,-81.2022781372,147441
408,2010-03-08T17:26:51Z,28.5427495925,-81.3789188862,69253
408,2009-12-19T21:31:10Z,28.5599898167,-81.3650094667,123839
408,2009-12-12T16:34:58Z,25.7890319333,-80.1403031167,129730
412,2010-02-13T20:37:54Z,45.5174693125,-122.6820524965,487193
412,2009-11-25T20:34:53Z,45.5238917667,-122.6756209,34777
413,2010-08-12T04:58:35Z,37.8710049391,-122.2685730457,1176892
414,2010-08-28T21:20:53Z,35.166987,-106.589704,1506956
414,2010-06-07T01:20:10Z,33.6266183333,-111.8649298,190250
416,2009-11-29T01:47:11Z,37.7677503825,-122.3939002925,27916
418,2010-04-30T00:05:21Z,38.9716797721,-95.2358114719,24717
420,2010-06-04T18:30:47Z,38.992276,-94.59521285,17235
428,2010-09-05T23:31:18Z,42.485623533,-83.145021733,3203722
428,2009-09-19T19:19:54Z,42.4908906333,-83.1339940167,15588
430,2010-01-29T03:05:53Z,45.5225425764,-122.6781222224,22161
430,2009-12-19T05:22:32Z,45.5240816466,-122.6754963398,17397
430,2009-12-16T00:47:53Z,45.5266816,-122.6859349167,215108
434,2010-03-14T06:31:54Z,30.2561376827,-97.7458154006,90208
436,2010-03-09T12:13:21Z,28.435298582,-81.3008451462,450818
437,2010-02-25T03:33:41Z,30.2955079,-97.7428507667,9453
442,2010-03-12T01:05:15Z,30.2569031667,-97.7392267667,292512
443,2010-07-03T17:09:37Z,38.2573771167,-94.3517135667,873815
443,2010-06-14T14:11:35Z,29.9858993095,-95.335006927,187683
443,2010-06-04T14:01:42Z,36.31845915,-94.18726146,853095
443,2010-05-05T23:49:32Z,36.0658279366,-94.1641187668,848928
443,2010-04-28T02:47:32Z,36.06691753,-94.16515451,1005747
444,2010-02-27T17:28:04Z,38.8961422167,-77.4341815667,447833
444,2010-02-15T21:02:27Z,28.55609697,-81.20617485,433214
444,2010-01-24T00:05:47Z,28.55588735,-81.20605585,196700
445,2010-07-18T04:30:38Z,35.1115063,-85.25340635,302587
446,2010-09-28T17:40:19Z,37.3812430973,-122.0758104225,788291
446,2010-05-15T22:01:01Z,30.2593044938,-97.7491281739,670790
447,2010-03-20T01:14:22Z,39.0405807495,-94.5946578979,649212
451,2010-04-13T20:58:21Z,39.0503929462,-94.5777050871,252173
457,2010-08-31T05:13:56Z,37.7875458646,-122.4077834756,636555
457,2010-04-03T01:47:49Z,40.7644376008,-73.9755606651,30766
